    1.561333     0.679013     0.612857     0.745178
    1.682000     0.664062     0.585061     0.760395
    1.802667     0.627904     0.551602     0.713114
    1.923333     0.593984     0.511571     0.687337
    2.044000     0.599997     0.516348     0.699843
    2.164667     0.588926     0.510029     0.682811
    2.285333     0.575682     0.511969     0.647255
    2.406000     0.577269     0.520792     0.638468
    2.526667     0.557038     0.508307     0.610245
    2.647333     0.525582     0.483188     0.572360
    2.768000     0.506756     0.466390     0.550241
    2.888667     0.498510     0.459273     0.542151
    3.009333     0.484362     0.442345     0.528335
