   14.500000     0.628764     0.506378     0.751409
   14.736667     0.611760     0.527713     0.703965
   14.973333     0.598770     0.526410     0.676505
   15.210000     0.565695     0.491430     0.638937
   15.446667     0.547688     0.481924     0.613673
   15.683333     0.532584     0.476950     0.588855
   15.920000     0.534953     0.480860     0.590053
   16.156667     0.534191     0.484563     0.588038
   16.393333     0.523858     0.478991     0.571779
   16.630000     0.517551     0.474416     0.562197
   16.866667     0.502718     0.462843     0.545700
   17.103333     0.484387     0.444551     0.527486
   17.340000     0.469516     0.430659     0.510182
   17.576667     0.451196     0.412106     0.492034
   17.813333     0.436062     0.389243     0.482833
