    3.498667     0.688718     0.617666     0.774674
    3.698000     0.619695     0.551691     0.694239
    3.897333     0.606577     0.525561     0.709741
    4.096667     0.603562     0.527972     0.689707
    4.296000     0.577223     0.511025     0.653180
    4.495333     0.569077     0.514643     0.628668
    4.694667     0.560297     0.512076     0.611396
    4.894000     0.531516     0.486021     0.579159
    5.093333     0.517169     0.475694     0.562251
    5.292667     0.506172     0.463558     0.551964
    5.492000     0.491714     0.451514     0.536200
    5.691333     0.463521     0.421453     0.509558
    5.890667     0.430716     0.384748     0.474562
