    1.770000     0.622130     0.500766     0.729740
    1.852000     0.622171     0.553245     0.692612
    1.934000     0.592693     0.522632     0.666428
    2.016000     0.545964     0.488477     0.607413
    2.098000     0.534321     0.486649     0.582992
    2.180000     0.532010     0.490290     0.574425
    2.262000     0.520019     0.481865     0.560590
    2.344000     0.499652     0.463223     0.537499
    2.426000     0.491439     0.455059     0.530223
    2.508000     0.490435     0.451721     0.530362
    2.590000     0.479600     0.434514     0.525676
    2.672000     0.449736     0.403441     0.494814
    2.754000     0.440344     0.385682     0.494730
    2.836000     0.473267     0.398735     0.548602
    2.918000     0.446453     0.360532     0.536021
